"","Planner Group code","Satindex"
"10754","42A",4
"10755","42A",4
"10756","42B",5
"10757","42B",4
"10758","431",4
"10759","431",3.85714285714286
"10760","441",3.57142857142857
"10761","612",4
"10762","632",5
"10763","811",4
"10764","812",4
"10765","831",4
"10766","832",5
"10767","84K",3.57142857142857
"10768","85B",2.42857142857143
"10769","881",3.85714285714286
"10770","882",4
"10771","882",4
"10772","312",4
"10773","31B",4
"10774","31B",4
"10775","412",3.57142857142857
"10776","41A",4
"10777","41A",5
"10778","421",4.28571428571429
"10779","43A",3.57142857142857
"10780","43A",3.42857142857143
"10781","43B",5
"10782","611",5
"10783","612",1
"10784","621",5
"10785","622",3.85714285714286
"10786","651",5
"10787","812",4
"10788","852",4
"10789","86L",3.57142857142857
"10790","86L",5
"10791","86L",4
"10792","312",3.85714285714286
"10793","31L",4.42857142857143
"10794","31L",5
"10795","61A",3
"10796","621",4.14285714285714
"10797","621",3
"10798","632",3.71428571428571
"10799","84B",5
"10800","882",5
"10801","882",4
"10802","31B",4
"10803","31K",4.42857142857143
"10804","322",4
"10805","322",4
"10806","412",3
"10807","41A",3
"10808","422",4
"10809","422",4.28571428571429
"10810","432",4
"10811","43B",4
"10812","47B",3.42857142857143
"10813","611",4
"10814","611",5
"10815","61A",5
"10816","622",5
"10817","631",3.57142857142857
"10818","651",5
"10819","812",5
"10820","84B",4
"10821","84K",5
"10822","852",4
"10823","85A",5
"10824","882",4.71428571428571
"10825","882",4
"10826","312",4
"10827","31L",4
"10828","352",NA
"10829","41A",4.71428571428571
"10830","42A",4
"10831","61A",2.42857142857143
"10832","622",4
"10833","622",4
"10834","632",4
"10835","642",3
"10836","651",5
"10837","822",5
"10838","832",4
"10839","842",5
"10840","84K",3.42857142857143
"10841","85A",4
"10842","85B",4
"10843","31L",4
"10844","43A",5
"10845","43B",4
"10846","43B",4.14285714285714
"10847","441",5
"10848","441",4
"10849","622",5
"10850","631",4
"10851","632",4.71428571428571
"10852","651",4
"10853","652",5
"10854","652",4.71428571428571
"10855","822",3.71428571428571
"10856","312",4.14285714285714
"10857","322",4.14285714285714
"10858","41A",4
"10859","41A",3.85714285714286
"10860","422",4
"10861","43A",5
"10862","441",5
"10863","441",5
"10864","441",5
"10865","62A",4
"10866","62A",4
"10867","631",4
"10868","631",3.57142857142857
"10869","631",5
"10870","632",4
"10871","812",3
"10872","821",3.85714285714286
"10873","822",3.57142857142857
"10874","822",5
"10875","832",5
"10876","852",4
"10877","85A",4
"10878","85A",4
"10879","31L",3.57142857142857
"10880","322",4.42857142857143
"10881","412",NA
"10882","431",3.42857142857143
"10883","43A",3.42857142857143
"10884","43A",4
"10885","43B",5
"10886","47A",4
"10887","61A",3.42857142857143
"10888","631",3.33333333333333
"10889","631",4
"10890","652",3.85714285714286
"10891","811",4.14285714285714
"10892","812",4
"10893","831",3.42857142857143
"10894","841",3.42857142857143
"10895","84K",4.14285714285714
"10896","84K",5
"10897","852",3.57142857142857
"10898","85B",4
"10899","85B",4
"10900","882",3.14285714285714
"10901","312",4
"10902","31L",4
"10903","31L",1
"10904","42A",4
"10905","431",5
"10906","43A",5
"10907","46A",4.28571428571429
"10908","46A",4
"10909","651",3.71428571428571
"10910","652",5
"10911","81B",3
"10912","832",3.85714285714286
"10913","84B",4.28571428571429
"10914","85B",4.28571428571429
"10915","86L",4.14285714285714
"10916","31B",4
"10917","322",4
"10918","322",4
"10919","41A",5
"10920","41B",3.57142857142857
"10921","431",4
"10922","472",4
"10923","612",4.28571428571429
"10924","61A",1.71428571428571
"10925","622",4
"10926","631",4
"10927","632",4.71428571428571
"10928","651",5
"10929","81B",3.57142857142857
"10930","832",4
"10931","851",5
"10932","85A",1.71428571428571
"10933","882",4
"10934","312",4
"10935","352",5
"10936","352",5
"10937","412",5
"10938","431",4.14285714285714
"10939","441",5
"10940","442",4
"10941","612",5
"10942","61A",4.57142857142857
"10943","622",5
"10944","622",3.57142857142857
"10945","632",4
"10946","642",4
"10947","651",5
"10948","81A",4
"10949","82A",5
"10950","82B",4
"10951","82B",4
"10952","832",4
"10953","842",4
"10954","842",4
"10955","84K",4
"10956","85A",4
"10957","85A",5
"10958","86L",3.57142857142857
"10959","312",4.71428571428571
"10960","322",5
"10961","41A",4
"10962","41A",5
"10963","43B",4.14285714285714
"10964","43B",5
"10965","631",5
"10966","632",5
"10967","651",4
"10968","822",5
"10969","822",4
"10970","822",5
"10971","822",5
"10972","852",5
"10973","852",4
"10974","882",4
"10975","312",4
"10976","421",4
"10977","432",5
"10978","43B",3
"10979","442",5
"10980","47B",5
"10981","631",4
"10982","652",4
"10983","652",5
"10984","84K",3.57142857142857
"10985","85A",5
"10986","85A",4
"10987","86K",4
"10988","882",5
"10989","31B",5
"10990","322",5
"10991","432",4
"10992","441",3.71428571428571
"10993","61A",4
"10994","632",4
"10995","632",5
"10996","652",5
"10997","81B",4
"10998","84K",5
"10999","31B",4.14285714285714
"11000","31L",5
"11001","322",5
"11002","352",5
"11003","431",4
"11004","431",5
"11005","612",5
"11006","61B",5
"11007","621",4
"11008","622",5
"11009","631",3.71428571428571
"11010","641",5
"11011","84A",5
"11012","85A",3.57142857142857
"11013","881",4
"11014","81B",4
"11015","81B",5
"11016","312",5
"11017","31A",5
"11018","411",5
"11019","42B",5
"11020","42B",5
"11021","431",5
"11022","431",4
"11023","432",4
"11024","432",5
"11025","43B",4
"11026","611",4
"11027","612",5
"11028","612",5
"11029","61A",5
"11030","622",4
"11031","631",4
"11032","641",4
"11033","812",5
"11034","81B",4
"11035","822",3.14285714285714
"11036","822",5
"11037","822",5
"11038","831",4
"11039","832",4
"11040","882",5
"11041","312",4
"11042","352",4
"11043","421",5
"11044","42B",5
"11045","43A",3.57142857142857
"11046","47B",4
"11047","47B",4
"11048","612",2.85714285714286
"11049","61A",5
"11050","631",5
"11051","631",4.16666666666667
"11052","652",4
"11053","811",4
"11054","812",5
"11055","812",4.85714285714286
"11056","81B",5
"11057","822",3.85714285714286
"11058","831",4
"11059","84A",4
"11060","84K",4
"11061","85A",5
"11062","85B",5
"11063","312",2.85714285714286
"11064","352",1.85714285714286
"11065","411",4
"11066","412",5
"11067","422",4.71428571428571
"11068","422",4
"11069","42B",5
"11070","432",5
"11071","441",4
"11072","441",4
"11073","612",4
"11074","622",5
"11075","622",5
"11076","622",5
"11077","62A",5
"11078","632",3.57142857142857
"11079","812",3.71428571428571
"11080","822",5
"11081","832",4
"11082","832",3.85714285714286
"11083","84B",2.28571428571429
"11084","31B",4
"11085","322",4.71428571428571
"11086","411",5
"11087","412",3.28571428571429
"11088","422",5
"11089","422",5
"11090","43A",5
"11091","43B",3
"11092","442",1.71428571428571
"11093","612",4
"11094","621",5
"11095","622",5
"11096","632",4.28571428571429
"11097","652",3.42857142857143
"11098","811",5
"11099","84K",5
"11100","85A",4
"11101","882",5
"11102","882",2.28571428571429
"11103","882",5
"11104","312",3
"11105","322",3.57142857142857
"11106","422",4
"11107","422",2.71428571428571
"11108","442",5
"11109","621",5
"11110","622",4
"11111","651",4.71428571428571
"11112","812",5
"11113","812",5
"11114","832",5
"11115","85B",5
"11116","881",4.85714285714286
"11117","31L",3.71428571428571
"11118","412",3.14285714285714
"11119","42A",3.14285714285714
"11120","441",5
"11121","46A",4.28571428571429
"11122","47B",5
"11123","622",3.57142857142857
"11124","632",5
"11125","652",5
"11126","821",4
"11127","822",3.57142857142857
"11128","84A",4
"11129","84K",2.85714285714286
"11130","86K",5
"11131","312",5
"11132","312",4
"11133","352",2.71428571428571
"11134","422",3.14285714285714
"11135","422",4
"11136","42A",5
"11137","42A",4.28571428571429
"11138","432",4
"11139","61A",2.85714285714286
"11140","61A",5
"11141","621",2.71428571428571
"11142","632",3.57142857142857
"11143","641",4
"11144","652",3.71428571428571
"11145","822",4
"11146","822",5
"11147","84K",2.14285714285714
"11148","851",4
"11149","312",4.71428571428571
"11150","352",5
"11151","411",4
"11152","431",4
"11153","441",5
"11154","442",5
"11155","61A",5
"11156","62A",2.42857142857143
"11157","632",4
"11158","812",4
"11159","841",3
"11160","852",4.85714285714286
"11161","882",5
"11162","432",4
"11163","43A",5
"11164","43B",4
"11165","441",3.42857142857143
"11166","472",5
"11167","472",4
"11168","482",3.85714285714286
"11169","622",4.71428571428571
"11170","631",5
"11171","632",4
"11172","812",4
"11173","812",4.42857142857143
"11174","832",5
"11175","852",5
"11176","882",4
"11177","882",4
"11178","31B",4
"11179","31B",4
"11180","412",4
"11181","412",4.71428571428571
"11182","432",4
"11183","46A",5
"11184","611",5
"11185","61B",3.42857142857143
"11186","631",4
"11187","631",4
"11188","642",5
"11189","812",5
"11190","822",5
"11191","84K",3.85714285714286
"11192","85B",3.57142857142857
"11193","86K",4
"11194","352",5
"11195","421",4
"11196","42A",4
"11197","42B",5
"11198","432",3.85714285714286
"11199","441",4
"11200","622",5
"11201","62A",5
"11202","632",4
"11203","652",3.85714285714286
"11204","812",4.42857142857143
"11205","821",4.42857142857143
"11206","85A",4.14285714285714
"11207","85B",3.85714285714286
"11208","86K",5
"11209","31B",4
"11210","322",3.71428571428571
"11211","42A",3.57142857142857
"11212","431",3
"11213","432",5
"11214","441",5
"11215","441",5
"11216","442",5
"11217","611",5
"11218","621",4
"11219","62A",4
"11220","62A",4.14285714285714
"11221","62A",4
"11222","631",5
"11223","652",3.28571428571429
"11224","82B",4
"11225","82B",4
"11226","832",4
"11227","84K",4
"11228","852",4
"11229","86L",3
"11230","322",4
"11231","322",4.14285714285714
"11232","412",3.71428571428571
"11233","61A",4
"11234","621",4.14285714285714
"11235","622",2.71428571428571
"11236","642",3
"11237","81A",4
"11238","82A",3.71428571428571
"11239","84B",3.14285714285714
"11240","84K",5
"11241","852",5
"11242","86A",4.14285714285714
"11243","31B",5
"11244","352",4.71428571428571
"11245","431",5
"11246","432",4
"11247","43B",5
"11248","43B",4.28571428571429
"11249","441",5
"11250","47B",5
"11251","611",3.57142857142857
"11252","612",5
"11253","621",5
"11254","622",3.42857142857143
"11255","632",5
"11256","651",3.57142857142857
"11257","841",5
"11258","842",4
"11259","84K",5
"11260","84K",5
"11261","882",4
"11262","312",5
"11263","31L",4
"11264","422",4
"11265","422",5
"11266","442",4
"11267","471",5
"11268","472",2.71428571428571
"11269","61A",4.71428571428571
"11270","622",5
"11271","631",5
"11272","82B",5
"11273","832",4
"11274","84K",5
"11275","85A",4.16666666666667
"11276","85B",5
"11277","882",4
"11278","31B",5
"11279","31L",4
"11280","411",5
"11281","412",5
"11282","421",1.85714285714286
"11283","441",5
"11284","611",4
"11285","621",5
"11286","632",5
"11287","651",1.85714285714286
"11288","822",5
"11289","84A",4
"11290","84B",5
"11291","86K",3.8
"11292","31B",5
"11293","31L",4
"11294","442",3.57142857142857
"11295","611",3.71428571428571
"11296","612",3.57142857142857
"11297","621",3.85714285714286
"11298","642",5
"11299","642",3.85714285714286
"11300","852",4.57142857142857
"11301","85B",5
"11302","881",2.85714285714286
"11303","881",3.28571428571429
"11304","31B",5
"11305","31B",5
"11306","31L",1.71428571428571
"11307","43A",4
"11308","611",5
"11309","61A",5
"11310","62A",3.85714285714286
"11311","631",5
"11312","651",5
"11313","652",4.28571428571429
"11314","831",4
"11315","841",5
"11316","841",3.85714285714286
"11317","852",4
"11318","312",3.57142857142857
"11319","312",5
"11320","31B",5
"11321","31B",2
"11322","41B",4
"11323","43B",4
"11324","472",4
"11325","611",4
"11326","622",5
"11327","631",4
"11328","632",5
"11329","632",5
"11330","651",3.71428571428571
"11331","652",4
"11332","822",5
"11333","85B",5
"11334","85B",3.57142857142857
"11335","882",4
"11336","312",5
"11337","352",1
"11338","411",5
"11339","611",3.28571428571429
"11340","621",4
"11341","632",5
"11342","641",5
"11343","651",5
"11344","811",4
"11345","832",4
"11346","832",NA
"11347","841",5
"11348","85A",4
"11349","85B",5
"11350","31B",4
"11351","41A",4
"11352","422",2.42857142857143
"11353","431",4
"11354","431",5
"11355","43A",5
"11356","441",4
"11357","441",4
"11358","442",4
"11359","442",5
"11360","442",5
"11361","46A",5
"11362","46B",4
"11363","611",4
"11364","612",5
"11365","622",4
"11366","84A",4
"11367","84B",4
"11368","84B",5
"11369","85A",4
"11370","85B",5
"11371","882",4
"11372","882",4
"11373","312",3
"11374","31B",3
"11375","432",4
"11376","611",4
"11377","61A",4
"11378","622",3
"11379","62A",5
"11380","62A",3.42857142857143
"11381","631",5
"11382","812",5
"11383","82B",4.71428571428571
"11384","84K",4.14285714285714
"11385","84K",2.42857142857143
"11386","31B",3.71428571428571
"11387","431",5
"11388","442",5
"11389","611",2.42857142857143
"11390","61A",4
"11391","622",4
"11392","632",4
"11393","84K",5
"11394","882",3.57142857142857
"11395","882",5
"11396","312",5
"11397","422",5
"11398","422",1
"11399","422",4.14285714285714
"11400","432",5
"11401","431",5
"11402","612",5
"11403","632",5
"11404","631",5
"11405","812",3.57142857142857
"11406","822",5
"11407","43B",5
"11408","43B",5
"11409","43B",3.42857142857143
"11410","85B",5
"11411","85B",5
"11412","85A",2.85714285714286
"11413","85B",4
"11414","312",4
"11415","322",3.57142857142857
"11416","411",2.71428571428571
"11417","441",4
"11418","441",5
"11419","622",4
"11420","651",5
"11421","652",4
"11422","812",5
"11423","832",3.57142857142857
"11424","84B",5
"11425","352",2.71428571428571
"11426","85A",4
"11427","882",3.71428571428571
"11428","882",5
"11429","882",5
"11430","312",2.14285714285714
"11431","442",4
"11432","441",5
"11433","442",4.85714285714286
"11434","441",3.14285714285714
"11435","612",3.85714285714286
"11436","622",4
"11437","621",5
"11438","62A",4
"11439","631",3
"11440","631",5
"11441","631",5
"11442","812",2.85714285714286
"11443","811",2.57142857142857
"11444","852",4
"11445","31A",4
"11446","31B",5
"11447","42A",5
"11448","42A",4
"11449","312",5
"11450","322",4
"11451","411",3.8
"11452","412",5
"11453","41B",2.42857142857143
"11454","422",5
"11455","422",4.85714285714286
"11456","442",3.57142857142857
"11457","611",5
"11458","61A",3.42857142857143
"11459","622",5
"11460","621",3.85714285714286
"11461","632",4.57142857142857
"11462","631",2.85714285714286
"11463","652",5
"11464","811",5
"11465","811",4.42857142857143
"11466","832",3.28571428571429
"11467","842",5
"11468","31A",5
"11469","85B",1
"11470","85B",5
"11471","312",5
"11472","431",5
"11473","432",4
"11474","441",5
"11475","622",3.14285714285714
"11476","652",3.85714285714286
"11477","652",5
"11478","812",5
"11479","811",3.42857142857143
"11480","851",5
"11481","852",3.57142857142857
"11482","352",4.28571428571429
"11483","85B",5
"11484","84K",4
"11485","642",5
"11486","642",5
"11487","422",2.57142857142857
"11488","432",5
"11489","432",2.71428571428571
"11490","441",3.42857142857143
"11491","441",5
"11492","442",5
"11493","47B",4
"11494","47B",3.57142857142857
"11495","612",5
"11496","631",4
"11497","651",4
"11498","812",5
"11499","831",4
"11500","352",4
"11501","352",5
"11502","84K",4
"11503","31L",4
"11504","322",5
"11505","352",3.57142857142857
"11506","432",2.71428571428571
"11507","441",5
"11508","441",5
"11509","611",5
"11510","622",3.57142857142857
"11511","631",5
"11512","632",5
"11513","652",4.42857142857143
"11514","812",2.71428571428571
"11515","31B",4
"11516","31B",5
"11517","31B",4.14285714285714
"11518","42B",4
"11519","42B",5
"11520","43A",2.42857142857143
"11521","43B",2.14285714285714
"11522","47A",4.28571428571429
"11523","61A",3.71428571428571
"11524","84A",3
"11525","84K",3.57142857142857
"11526","85A",4.57142857142857
"11527","411",1
"11528","611",5
"11529","621",5
"11530","621",5
"11531","622",5
"11532","631",4.14285714285714
"11533","641",4.28571428571429
"11534","652",3.14285714285714
"11535","812",5
"11536","841",3.85714285714286
"11537","47B",4.85714285714286
"11538","61A",3.42857142857143
"11539","61A",5
"11540","82A",4
"11541","84K",3
"11542","322",3.71428571428571
"11543","412",3.42857142857143
"11544","442",3
"11545","612",3.57142857142857
"11546","612",4.14285714285714
"11547","622",5
"11548","631",4
"11549","642",4.28571428571429
"11550","811",5
"11551","46A",3.14285714285714
"11552","46B",5
"11553","61A",5
"11554","85B",5
"11555","85B",5
"11556","352",5
"11557","422",5
"11558","441",3.42857142857143
"11559","441",5
"11560","441",3.71428571428571
"11561","621",5
"11562","631",2.71428571428571
"11563","642",3
"11564","652",4
"11565","652",3.85714285714286
"11566","852",5
"11567","31A",5
"11568","31B",5
"11569","41A",5
"11570","43A",4.28571428571429
"11571","61A",4
"11572","62A",5
"11573","85B",5
"11574","441",4
"11575","611",5
"11576","812",5
"11577","822",4.28571428571429
"11578","822",3.57142857142857
"11579","832",4.28571428571429
"11580","882",5
"11581","84K",5
"11582","81B",5
"11583","81B",3.57142857142857
"11584","631",4
"11585","631",4
"11586","632",3.57142857142857
"11587","651",3
"11588","652",5
"11589","811",4
"11590","812",2.85714285714286
"11591","821",4
"11592","832",3.57142857142857
"11593","852",2.71428571428571
"11594","42A",4
"11595","42A",5
"11596","42A",5
"11597","42B",4.28571428571429
"11598","47B",4.71428571428571
"11599","84K",4
"11600","312",5
"11601","352",3.42857142857143
"11602","352",4.71428571428571
"11603","352",5
"11604","422",2.71428571428571
"11605","422",4
"11606","441",5
"11607","611",5
"11608","611",5
"11609","621",2.14285714285714
"11610","631",5
"11611","651",4
"11612","651",2.85714285714286
"11613","652",5
"11614","811",2.85714285714286
"11615","31B",1.85714285714286
"11616","41A",5
"11617","42A",5
"11618","47B",2.85714285714286
"11619","47B",4
"11620","62A",4
"11621","62A",5
"11622","62A",4.71428571428571
"11623","85B",4
"11624","642",4.85714285714286
"11625","41B",4.57142857142857
"11626","43A",4
"11627","651",4
"11628","821",5
"11629","432",4
"11630","441",4
"11631","442",4
"11632","612",4.71428571428571
"11633","631",4
"11634","652",5
"11635","832",4.42857142857143
"11636","841",4
"11637","43A",4.28571428571429
"11638","43B",NA
"11639","61A",3.42857142857143
"11640","85B",4
"11641","85B",3.57142857142857
"11642","611",5
"11643","631",5
"11644","631",4
"11645","652",3.85714285714286
"11646","31A",3.57142857142857
"11647","31A",4.14285714285714
"11648","31B",5
"11649","41A",5
"11650","61A",3
"11651","312",4.14285714285714
"11652","411",3.42857142857143
"11653","411",5
"11654","422",4
"11655","442",3.71428571428571
"11656","612",4
"11657","631",3.57142857142857
"11658","631",4.42857142857143
"11659","642",4.42857142857143
"11660","651",3.85714285714286
"11661","812",3
"11662","882",3
"11663","31A",3.85714285714286
"11664","41B",4
"11665","41B",5
"11666","43A",4
"11667","61A",5
"11668","412",4.28571428571429
"11669","412",5
"11670","432",2.71428571428571
"11671","631",3.71428571428571
"11672","632",4.14285714285714
"11673","812",5
"11674","812",4
"11675","821",3.42857142857143
"11676","841",4
"11677","841",4
"11678","61A",5
"11679","81A",4
"11680","84A",1.57142857142857
"11681","86L",4
"11682","312",4
"11683","352",3.57142857142857
"11684","352",3.57142857142857
"11685","352",5
"11686","631",4
"11687","631",4
"11688","812",4
"11689","812",4.85714285714286
"11690","43B",5
"11691","62A",5
"11692","84B",5
"11693","84B",4
"11694","84B",4
"11695","352",5
"11696","612",4.71428571428571
"11697","622",4
"11698","631",4
"11699","631",4
"11700","632",3.85714285714286
"11701","651",5
"11702","811",5
"11703","31B",4
"11704","31B",4
"11705","61A",3.85714285714286
"11706","61A",5
"11707","84A",4.57142857142857
"11708","432",3
"11709","432",5
"11710","432",4
"11711","611",4
"11712","612",5
"11713","632",4.71428571428571
"11714","652",4
"11715","831",5
"11716","882",4
"11717","31B",4
"11718","41A",4
"11719","41B",3.85714285714286
"11720","61A",4
"11721","81A",3
"11722","84B",3.8
"11723","84K",4
"11724","86L",4
"11725","411",5
"11726","431",4
"11727","432",4.42857142857143
"11728","432",4
"11729","611",2.42857142857143
"11730","651",4
"11731","812",3
"11732","832",5
"11733","832",4
"11734","41A",4.28571428571429
"11735","41B",5
"11736","43A",5
"11737","61A",4
"11738","81A",5
"11739","81B",4.28571428571429
"11740","84A",3
"11741","84B",4
"11742","312",4
"11743","322",5
"11744","352",5
"11745","431",3.57142857142857
"11746","621",4
"11747","622",5
"11748","47B",4
"11749","84K",4.71428571428571
"11750","85B",4
"11751","312",4.71428571428571
"11752","421",3.28571428571429
"11753","422",5
"11754","431",4
"11755","622",4
"11756","652",5
"11757","842",3
"11758","31B",4
"11759","41A",4.71428571428571
"11760","61A",4
"11761","61A",5
"11762","85A",3.57142857142857
"11763","312",4
"11764","322",5
"11765","432",4
"11766","442",5
"11767","442",5
"11768","622",4
"11769","832",4
"11770","881",3.85714285714286
"11771","61A",3.42857142857143
"11772","61A",4
"11773","81A",4
"11774","84B",4.71428571428571
"11775","412",5
"11776","41A",5
"11777","422",2.71428571428571
"11778","432",4
"11779","432",4
"11780","47B",4
"11781","61A",3.42857142857143
"11782","632",3.85714285714286
"11783","632",3.85714285714286
"11784","81B",4
"11785","832",3.14285714285714
"11786","842",3.14285714285714
"11787","31A",5
"11788","85A",4.14285714285714
"11789","85B",5
"11790","881",5
"11791","84K",5
"11792","41B",5
"11793","432",5
"11794","432",4.28571428571429
"11795","441",5
"11796","442",4.28571428571429
"11797","61A",4
"11798","632",5
"11799","632",3
"11800","631",3.42857142857143
"11801","652",2.85714285714286
"11802","651",4
"11803","821",3.57142857142857
"11804","821",2.42857142857143
"11805","831",4
"11806","42A",5
"11807","43B",5
"11808","43A",4
"11809","352",3.57142857142857
"11810","85A",5
"11811","84K",4
"11812","642",5
"11813","431",5
"11814","441",4.71428571428571
"11815","441",5
"11816","441",4
"11817","46A",2.85714285714286
"11818","611",4
"11819","622",2.71428571428571
"11820","631",5
"11821","651",5
"11822","652",3.42857142857143
"11823","651",4
"11824","812",5
"11825","84B",2.85714285714286
"11826","43A",4
"11827","352",5
"11828","85B",5
"11829","86K",4
"11830","322",5
"11831","41B",4
"11832","41B",2.85714285714286
"11833","432",5
"11834","432",5
"11835","432",1.85714285714286
"11836","61A",4.71428571428571
"11837","632",4
"11838","631",2.85714285714286
"11839","631",2.57142857142857
"11840","822",1.85714285714286
"11841","852",5
"11842","43A",5
"11843","86K",3
"11844","642",4.42857142857143
"11845","412",4.42857142857143
"11846","412",4.57142857142857
"11847","41B",2.85714285714286
"11848","611",3.85714285714286
"11849","81B",5
"11850","84A",4
"11851","84B",4
"11852","882",5
"11853","84K",3.14285714285714
"11854","41B",3.14285714285714
"11855","41A",5
"11856","441",3.42857142857143
"11857","47B",2.85714285714286
"11858","62A",3.42857142857143
"11859","832",5
"11860","842",4.42857142857143
"11861","31B",5
"11862","31B",5
"11863","43A",2.28571428571429
"11864","352",4.85714285714286
"11865","352",4
"11866","84K",5
"11867","312",4
"11868","421",4
"11869","432",4
"11870","432",5
"11871","442",5
"11872","611",4
"11873","631",5
"11874","631",4.71428571428571
"11875","631",4.85714285714286
"11876","631",5
"11877","632",5
"11878","652",4
"11879","652",5
"11880","812",5
"11881","822",4
"11882","84K",5
"11883","312",2.71428571428571
"11884","41A",4.85714285714286
"11885","41A",3.42857142857143
"11886","442",3.57142857142857
"11887","611",5
"11888","621",4
"11889","631",4
"11890","812",4.28571428571429
"11891","812",5
"11892","811",4
"11893","811",4
"11894","352",5
"11895","84K",4.14285714285714
"11896","84K",4
"11897","322",4
"11898","432",2.85714285714286
"11899","47B",4.14285714285714
"11900","632",3.85714285714286
"11901","631",4.28571428571429
"11902","812",5
"11903","852",4
"11904","85B",5
"11905","352",4
"11906","431",4.28571428571429
"11907","612",4
"11908","612",5
"11909","651",3.42857142857143
"11910","652",4
"11911","841",4
"11912","31A",4
"11913","43B",4
"11914","85A",4
"11915","85B",5
"11916","85B",4.71428571428571
"11917","322",4
"11918","431",4
"11919","622",3
"11920","632",4
"11921","652",4.28571428571429
"11922","812",5
"11923","851",4
"11924","312",4.85714285714286
"11925","422",4.85714285714286
"11926","431",3.57142857142857
"11927","612",5
"11928","622",3
"11929","631",4
"11930","651",2.57142857142857
"11931","651",4
"11932","652",4
"11933","811",3.57142857142857
"11934","831",4.28571428571429
"11935","41B",5
"11936","41B",4
"11937","47A",4
"11938","61A",4
"11939","85B",5
"11940","312",4.42857142857143
"11941","322",4
"11942","352",4
"11943","412",4
"11944","422",3
"11945","432",5
"11946","432",4
"11947","482",5
"11948","612",3
"11949","621",3.42857142857143
"11950","622",2.57142857142857
"11951","631",4
"11952","632",5
"11953","641",4
"11954","652",3.57142857142857
"11955","652",5
"11956","811",4
"11957","851",4.14285714285714
"11958","882",5
"11959","43B",4
"11960","47B",4.85714285714286
"11961","61A",4
"11962","61B",5
"11963","62A",4
"11964","62A",4
"11965","81B",4
"11966","322",4
"11967","431",4
"11968","432",3.57142857142857
"11969","441",5
"11970","611",4.28571428571429
"11971","652",3.57142857142857
"11972","882",3.42857142857143
"11973","31B",5
"11974","352",5
"11975","441",3.85714285714286
"11976","611",5
"11977","652",4
"11978","831",4
"11979","832",3.85714285714286
"11980","43A",3
"11981","43A",3.71428571428571
"11982","61A",5
"11983","84K",5
"11984","322",5
"11985","352",4.71428571428571
"11986","432",2.71428571428571
"11987","612",4.28571428571429
"11988","622",5
"11989","631",5
"11990","651",5
"11991","652",5
"11992","831",4
"11993","832",5
"11994","41A",4.14285714285714
"11995","43B",4
"11996","84K",5
"11997","84K",2.42857142857143
"11998","86L",3.57142857142857
"11999","352",4.14285714285714
"12000","441",2.14285714285714
"12001","621",3.57142857142857
"12002","632",5
"12003","642",2.85714285714286
"12004","831",4.28571428571429
"12005","831",3.71428571428571
"12006","31B",5
"12007","312",3.71428571428571
"12008","322",3
"12009","352",3.57142857142857
"12010","432",1.71428571428571
"12011","441",4
"12012","441",5
"12013","611",5
"12014","611",5
"12015","612",5
"12016","812",3.71428571428571
"12017","812",5
"12018","882",4
"12019","882",3.14285714285714
"12020","31A",4.85714285714286
"12021","43A",5
"12022","61A",3
"12023","62A",3.71428571428571
"12024","81B",5
"12025","85A",5
"12026","422",NA
"12027","432",3
"12028","432",4
"12029","612",5
"12030","631",4
"12031","631",4.28571428571429
"12032","642",4.57142857142857
"12033","812",5
"12034","831",4
"12035","41A",4
"12036","41B",5
"12037","61A",3.42857142857143
"12038","84A",3.28571428571429
"12039","631",3
"12040","631",5
"12041","641",5
"12042","642",5
"12043","812",4.42857142857143
"12044","812",5
"12045","842",5
"12046","352",5
"12047","411",3.14285714285714
"12048","631",2.42857142857143
"12049","631",5
"12050","842",3.42857142857143
"12051","43A",5
"12052","61A",3.14285714285714
"12053","61A",3.42857142857143
"12054","312",4
"12055","431",3.42857142857143
"12056","432",3.28571428571429
"12057","441",5
"12058","622",3
"12059","631",5
"12060","632",5
"12061","841",5
"12062","41A",3.42857142857143
"12063","43A",5
"12064","43B",3
"12065","61A",3.57142857142857
"12066","62A",3.14285714285714
"12067","81B",5
"12068","81B",2.42857142857143
"12069","84K",5
"12070","312",3.14285714285714
"12071","422",5
"12072","422",5
"12073","621",4
"12074","631",5
"12075","632",5
"12076","651",3.85714285714286
"12077","652",3.85714285714286
"12078","841",2.57142857142857
"12079","31B",4.42857142857143
"12080","41A",3.85714285714286
"12081","43A",4.42857142857143
"12082","43B",4.85714285714286
"12083","61A",4
"12084","84K",3.57142857142857
"12085","84K",4.14285714285714
"12086","312",5
"12087","432",4
"12088","432",NA
"12089","441",4.85714285714286
"12090","622",3.28571428571429
"12091","812",4
"12092","812",5
"12093","821",4
"12094","46A",3.57142857142857
"12095","84K",2.14285714285714
"12096","322",5
"12097","411",4.42857142857143
"12098","432",2.57142857142857
"12099","621",5
"12100","622",2
"12101","632",3.14285714285714
"12102","812",3.57142857142857
"12103","822",5
"12104","832",5
"12105","852",5
"12106","42A",4.85714285714286
"12107","43B",5
"12108","61A",5
"12109","84K",5
"12110","322",5
"12111","431",4.42857142857143
"12112","432",3
"12113","442",3.57142857142857
"12114","612",3.57142857142857
"12115","652",5
"12116","812",5
"12117","841",5
"12118","842",3.42857142857143
"12119","47B",5
"12120","61A",5
