"","Planner Group code","Satindex"
"5148","622",2.33333333333333
"5149","622",4
"5150","622",4
"5151","622",4
"5152","622",1
"5153","622",3.57142857142857
"5154","622",5
"5155","622",4.71428571428571
"5156","621",2.57142857142857
"5157","622",4
"5158","622",5
"5159","622",2.28571428571429
"5160","62A",4.85714285714286
"5161","62A",5
"5162","631",3.85714285714286
"5163","632",5
"5164","632",4.57142857142857
"5165","631",5
"5166","632",3.85714285714286
"5167","632",5
"5168","631",5
"5169","631",5
"5170","631",3.28571428571429
"5171","631",4
"5172","631",4
"5173","631",5
"5174","631",3.57142857142857
"5175","632",2.85714285714286
"5176","631",5
"5177","632",4
"5178","632",5
"5179","651",4
"5180","651",3.14285714285714
"5181","652",1.57142857142857
"5182","651",1
"5183","651",5
"5184","651",2.42857142857143
"5185","651",4.28571428571429
"5186","652",5
"5187","651",5
"5188","652",2.71428571428571
"5189","652",4
"5190","652",5
"5191","472",5
"5192","812",3.14285714285714
"5193","811",5
"5194","812",2.85714285714286
"5195","812",5
"5196","812",4
"5197","812",3.71428571428571
"5198","812",4
"5199","811",5
"5200","812",5
"5201","811",4
"5202","812",4.42857142857143
"5203","812",4
"5204","812",3.42857142857143
"5205","81A",4
"5206","81B",4
"5207","81A",4
"5208","81A",2.14285714285714
"5209","81A",5
"5210","81B",1.57142857142857
"5211","81A",4
"5212","81A",3.28571428571429
"5213","822",5
"5214","822",4
"5215","821",5
"5216","822",4.42857142857143
"5217","822",3
"5218","822",4
"5219","822",3.57142857142857
"5220","821",5
"5221","822",5
"5222","822",3.57142857142857
"5223","822",5
"5224","82B",2.28571428571429
"5225","82B",2.71428571428571
"5226","82B",3.28571428571429
"5227","82A",5
"5228","82A",3.57142857142857
"5229","82B",3.71428571428571
"5230","82B",4.71428571428571
"5231","82A",4.28571428571429
"5232","82B",1.85714285714286
"5233","82A",4.85714285714286
"5234","832",4.71428571428571
"5235","832",5
"5236","832",4.57142857142857
"5237","832",3.71428571428571
"5238","832",3.14285714285714
"5239","842",4.2
"5240","841",5
"5241","842",4
"5242","842",4
"5243","84A",2.85714285714286
"5244","84B",4.42857142857143
"5245","84A",2.57142857142857
"5246","852",4.42857142857143
"5247","852",5
"5248","852",5
"5249","852",2.57142857142857
"5250","851",2.85714285714286
"5251","852",3.42857142857143
"5252","852",1
"5253","31B",4
"5254","31B",3.71428571428571
"5255","31B",5
"5256","31B",4
"5257","31B",5
"5258","31B",5
"5259","31B",5
"5260","31B",2.85714285714286
"5261","31B",1
"5262","31B",5
"5263","42A",4.28571428571429
"5264","42A",4.85714285714286
"5265","42B",4.85714285714286
"5266","42A",4.42857142857143
"5267","42A",3.57142857142857
"5268","42A",4
"5269","42B",1.57142857142857
"5270","42A",3
"5271","42A",3.14285714285714
"5272","43A",5
"5273","43B",4
"5274","43B",4.28571428571429
"5275","43A",4.28571428571429
"5276","43A",5
"5277","43B",2.42857142857143
"5278","43A",4.28571428571429
"5279","43B",5
"5280","43B",4.14285714285714
"5281","43A",4.85714285714286
"5282","43B",4.28571428571429
"5283","43B",5
"5284","43B",3.57142857142857
"5285","43B",2.28571428571429
"5286","352",4.14285714285714
"5287","352",4.42857142857143
"5288","352",4.42857142857143
"5289","352",5
"5290","352",5
"5291","352",5
"5292","85B",4.85714285714286
"5293","85B",5
"5294","85B",3.85714285714286
"5295","85B",2.14285714285714
"5296","85A",2
"5297","85B",4.57142857142857
"5298","85A",3.57142857142857
"5299","85B",3.14285714285714
"5300","86A",5
"5301","882",3.28571428571429
"5302","882",5
"5303","882",5
"5304","882",5
"5305","882",3.42857142857143
"5306","882",5
"5307","881",4.71428571428571
"5308","882",3.71428571428571
"5309","882",4.57142857142857
"5310","881",5
"5311","881",4
"5312","882",2.42857142857143
"5313","881",4
"5314","881",5
"5315","84K",5
"5316","84K",4
"5317","84K",1.71428571428571
"5318","84K",5
"5319","84K",4
"5320","86L",3.28571428571429
"5321","86K",5
"5322","641",3.57142857142857
"5323","641",4
"5324","642",4.85714285714286
"5325","642",3.57142857142857
"5326","31K",5
"5327","31K",2.42857142857143
"5328","31L",4.85714285714286
"5329","31K",3.42857142857143
"5330","31L",5
"5331","31L",4.42857142857143
"5332","31L",5
"5333","31K",3.14285714285714
"5334","31K",4
"5335","31L",2.85714285714286
"5336","31L",4
"5337","31L",3.85714285714286
"5338","31K",5
"5339","31K",3.85714285714286
"5340","31L",3.14285714285714
"5341","31K",5
"5342","31L",4
"5343","31L",5
"5344","31L",5
"5345","312",4
"5346","311",4.14285714285714
"5347","312",3.42857142857143
"5348","311",3.28571428571429
"5349","312",4.85714285714286
"5350","311",3.85714285714286
"5351","322",5
"5352","322",3.71428571428571
"5353","322",1
"5354","322",4.71428571428571
"5355","322",3.57142857142857
"5356","322",5
"5357","322",5
"5358","412",3.85714285714286
"5359","412",4.28571428571429
"5360","411",2.57142857142857
"5361","412",3
"5362","412",3.85714285714286
"5363","411",4.42857142857143
"5364","412",5
"5365","41A",3.71428571428571
"5366","41B",4.85714285714286
"5367","41B",3.85714285714286
"5368","41B",2.57142857142857
"5369","41B",4
"5370","41B",4.28571428571429
"5371","41A",3
"5372","41A",5
"5373","41B",4.85714285714286
"5374","41B",4.14285714285714
"5375","41B",5
"5376","41A",4.14285714285714
"5377","41B",4.42857142857143
"5378","422",3.42857142857143
"5379","422",3.57142857142857
"5380","422",4.42857142857143
"5381","422",3.14285714285714
"5382","422",5
"5383","422",1
"5384","422",4.71428571428571
"5385","422",3.71428571428571
"5386","422",4
"5387","431",5
"5388","431",5
"5389","432",1
"5390","432",5
"5391","431",2.42857142857143
"5392","432",4.42857142857143
"5393","431",5
"5394","432",3.14285714285714
"5395","431",4.85714285714286
"5396","432",4
"5397","432",5
"5398","432",3.85714285714286
"5399","432",4
"5400","432",5
"5401","431",3.71428571428571
"5402","431",3
"5403","431",4.57142857142857
"5404","432",4.57142857142857
"5405","431",4
"5406","431",2.57142857142857
"5407","431",4
"5408","431",4
"5409","432",4.71428571428571
"5410","432",4
"5411","442",4
"5412","442",4.42857142857143
"5413","441",3.14285714285714
"5414","441",5
"5415","441",3.42857142857143
"5416","441",4
"5417","441",3
"5418","442",4
"5419","441",4.28571428571429
"5420","441",4
"5421","442",2.85714285714286
"5422","47B",4.42857142857143
"5423","47B",2.71428571428571
"5424","47B",5
"5425","47B",1
"5426","47B",3.85714285714286
"5427","47B",4
"5428","47B",3.71428571428571
"5429","47B",5
"5430","47B",2.57142857142857
"5431","47B",3.57142857142857
"5432","481",4
"5433","481",2.71428571428571
"5434","481",4
"5435","46A",1.85714285714286
"5436","46A",3.57142857142857
"5437","46B",5
"5438","612",4
"5439","611",4
"5440","611",5
"5441","611",1.85714285714286
"5442","611",1
"5443","611",3.85714285714286
"5444","611",3.14285714285714
"5445","612",4
"5446","61A",3
"5447","61A",4
"5448","61A",2.14285714285714
"5449","622",5
"5450","622",3.71428571428571
"5451","622",2.71428571428571
"5452","621",4
"5453","622",4.57142857142857
"5454","622",2.42857142857143
"5455","622",1
"5456","622",4
"5457","622",4
"5458","622",5
"5459","621",2.28571428571429
"5460","622",4.14285714285714
"5461","622",3.28571428571429
"5462","622",4
"5463","62A",4
"5464","62A",5
"5465","62A",4
"5466","62A",4
"5467","62A",4
"5468","632",2.28571428571429
"5469","631",1
"5470","631",4.57142857142857
"5471","632",3.85714285714286
"5472","631",5
"5473","632",4.57142857142857
"5474","631",3.14285714285714
"5475","631",3.28571428571429
"5476","631",4.57142857142857
"5477","631",3.57142857142857
"5478","631",2
"5479","651",3
"5480","651",4.14285714285714
"5481","651",5
"5482","651",2.85714285714286
"5483","651",5
"5484","651",4.28571428571429
"5485","652",4
"5486","651",4
"5487","812",4.71428571428571
"5488","811",4
"5489","811",5
"5490","812",3.85714285714286
"5491","811",4.85714285714286
"5492","811",4.28571428571429
"5493","812",5
"5494","812",3.14285714285714
"5495","81A",4.14285714285714
"5496","81B",3.57142857142857
"5497","81B",4
"5498","81A",5
"5499","81B",1.85714285714286
"5500","81B",5
"5501","81B",4
"5502","821",5
"5503","822",4.28571428571429
"5504","821",3.14285714285714
"5505","821",5
"5506","822",4
"5507","822",5
"5508","822",4
"5509","82A",3.57142857142857
"5510","82A",4.28571428571429
"5511","82A",2.71428571428571
"5512","82A",5
"5513","82A",5
"5514","82A",4
"5515","82A",5
"5516","831",5
"5517","842",1
"5518","842",5
"5519","842",4.85714285714286
"5520","84B",4
"5521","84A",3.85714285714286
"5522","84B",4
"5523","84B",4
"5524",NA,4.28571428571429
"5525","852",5
"5526","852",3.42857142857143
"5527","31B",5
"5528","42A",2.71428571428571
"5529","42A",5
"5530","42A",3.71428571428571
"5531","42A",2.28571428571429
"5532","42B",2.71428571428571
"5533","42A",5
"5534","42B",3.71428571428571
"5535","42B",4
"5536","42B",2.42857142857143
"5537","42B",3.14285714285714
"5538","42B",5
"5539","42A",5
"5540","43A",2.71428571428571
"5541","43B",5
"5542","43B",2.71428571428571
"5543","43B",3
"5544","43B",4
"5545","43B",5
"5546","43B",4
"5547","352",3.85714285714286
"5548","352",5
"5549","352",3.14285714285714
"5550","352",5
"5551","352",3.85714285714286
"5552","352",3.57142857142857
"5553","352",5
"5554","352",5
"5555","85B",3.85714285714286
"5556","85B",4
"5557","85B",3.14285714285714
"5558","85A",4
"5559","85B",3.85714285714286
"5560","85B",3.28571428571429
"5561","86A",5
"5562","882",1.57142857142857
"5563","882",3.57142857142857
"5564","882",2.57142857142857
"5565","881",4
"5566","882",3.14285714285714
"5567","882",5
"5568","881",1
"5569","882",3.14285714285714
"5570","881",4
"5571","882",3.57142857142857
"5572","882",2.57142857142857
"5573","882",4
"5574","882",4
"5575","84K",5
"5576","84K",5
"5577","84K",4.42857142857143
"5578","84K",5
"5579","84K",3.71428571428571
"5580","84K",5
"5581","86K",2.57142857142857
"5582","86K",3.57142857142857
"5583","86K",4.85714285714286
"5584","642",1
"5585","641",5
"5586","31L",4.42857142857143
"5587","31L",4
"5588","31L",4
"5589","31K",4.85714285714286
"5590","31L",4.28571428571429
"5591","31L",3.14285714285714
"5592","31L",4
"5593","31L",4
"5594","31K",5
"5595","31L",3.57142857142857
"5596","31K",5
"5597","31L",2.71428571428571
"5598","31K",4
"5599","311",2.42857142857143
"5600","312",5
"5601","312",2.85714285714286
"5602","312",5
"5603","312",2.28571428571429
"5604","312",4.14285714285714
"5605","311",5
"5606","312",5
"5607","312",3.85714285714286
"5608","311",5
"5609","312",5
"5610","312",3.57142857142857
"5611","322",5
"5612","322",5
"5613","322",3.71428571428571
"5614","322",4.28571428571429
"5615","322",2.57142857142857
"5616","412",2.42857142857143
"5617","411",5
"5618","411",5
"5619","412",5
"5620","411",3.14285714285714
"5621","412",4
"5622","412",3.71428571428571
"5623","411",5
"5624","412",4.71428571428571
"5625","412",1.71428571428571
"5626","412",5
"5627","412",3.71428571428571
"5628","412",3
"5629","41B",5
"5630","41B",5
"5631","41B",4.28571428571429
"5632","41B",5
"5633","41A",2.85714285714286
"5634","41B",4
"5635","41B",2.14285714285714
"5636","41A",1
"5637","41A",4.85714285714286
"5638","41A",4
"5639","41A",5
"5640","41B",5
"5641","41B",3.71428571428571
"5642","41A",5
"5643","41B",4
"5644","41B",5
"5645","41A",5
"5646","41A",5
"5647","41A",4.42857142857143
"5648","41A",5
"5649","41A",3.57142857142857
"5650","41A",4.85714285714286
"5651","421",5
"5652","421",4.85714285714286
"5653","422",4.57142857142857
"5654","421",4.71428571428571
"5655","422",4
"5656","422",3.57142857142857
"5657","422",3.85714285714286
"5658","422",4.28571428571429
"5659","422",2.57142857142857
"5660","422",4
"5661","421",4.42857142857143
"5662","422",5
"5663","421",3.57142857142857
"5664","422",1.28571428571429
"5665","422",5
"5666","421",3.14285714285714
"5667","422",5
"5668","421",4
"5669","422",5
"5670","422",4
"5671","432",5
"5672","432",4
"5673","431",5
"5674","432",2.28571428571429
"5675","432",5
"5676","431",2.57142857142857
"5677","431",2.42857142857143
"5678","431",1
"5679","432",5
"5680","432",2.57142857142857
"5681","431",4.14285714285714
"5682","431",3.85714285714286
"5683","432",5
"5684","431",4
"5685","432",4.57142857142857
"5686","431",4
"5687","432",4
"5688","431",3.85714285714286
"5689","431",4.28571428571429
"5690","431",4.14285714285714
"5691","432",4
"5692","432",3.57142857142857
"5693","442",3.42857142857143
"5694","442",4.57142857142857
"5695","442",5
"5696","441",5
"5697","441",1.85714285714286
"5698","442",4
"5699","441",5
"5700","442",5
"5701","441",2.57142857142857
"5702","441",3.57142857142857
"5703","442",4
"5704","442",5
"5705","442",4
"5706","441",2
"5707","47B",4
"5708","47B",4
"5709","47B",3
"5710","47B",5
"5711","47B",3.14285714285714
"5712","47B",3.57142857142857
"5713","481",3.57142857142857
"5714","481",4.28571428571429
"5715","481",3.28571428571429
"5716","481",3.57142857142857
"5717","481",3
"5718","481",5
"5719","46B",3
"5720","46B",4
"5721","612",3.42857142857143
"5722","611",2.42857142857143
"5723","611",3
"5724","611",1
"5725","611",2.85714285714286
"5726","611",4
"5727","612",5
"5728","611",3.85714285714286
"5729","612",3.28571428571429
"5730","611",1
"5731","612",4.42857142857143
"5732","611",1
"5733","612",5
"5734","611",4.28571428571429
"5735","61A",4
"5736","61A",5
"5737","61B",1
"5738","61A",3.85714285714286
"5739","61A",3.14285714285714
"5740","61B",5
"5741","61A",4
"5742","61A",5
"5743","61A",4
"5744","622",2.14285714285714
"5745","621",5
"5746","621",5
"5747","622",4.57142857142857
"5748","622",5
"5749","622",4
"5750","622",3
"5751","622",3.57142857142857
"5752","622",5
"5753","622",2.42857142857143
"5754","622",4.85714285714286
"5755","622",5
"5756","622",5
"5757","622",3.42857142857143
"5758","622",2.42857142857143
"5759","622",4
"5760","622",5
"5761","62A",3.57142857142857
"5762","62A",3.14285714285714
"5763","62A",3.14285714285714
"5764","62A",NA
"5765","62A",4
"5766","631",5
"5767","631",4
"5768","632",5
"5769","632",4
"5770","632",2.71428571428571
"5771","632",4
"5772","631",4
"5773","631",5
"5774","631",5
"5775","632",4
"5776","631",5
"5777","631",5
"5778","632",4
"5779","631",5
"5780","632",5
"5781","632",5
"5782","631",4.14285714285714
"5783","632",5
"5784","631",3.57142857142857
"5785","632",5
"5786","631",5
"5787","632",4
"5788","632",1
"5789","631",2.42857142857143
"5790","631",2.28571428571429
"5791","631",4
"5792","651",5
"5793","651",5
"5794","651",3.71428571428571
"5795","651",5
"5796","651",4.28571428571429
"5797","651",4.28571428571429
"5798","651",5
"5799","651",4
"5800","651",5
"5801","472",5
"5802","811",5
"5803","812",5
"5804","812",4
"5805","812",4.85714285714286
"5806","812",4
"5807","812",1.71428571428571
"5808","811",5
"5809","812",5
"5810","812",5
"5811","812",5
"5812","812",5
"5813","812",3.42857142857143
"5814","812",5
"5815","812",4
"5816","812",2.71428571428571
"5817","81A",4
"5818","81A",5
"5819","81B",2.57142857142857
"5820","81A",5
"5821","81B",5
"5822","81A",3.57142857142857
"5823","81A",5
"5824","81A",5
"5825","81B",5
"5826","81B",4
"5827","81A",3.42857142857143
"5828","822",5
"5829","822",3.28571428571429
"5830","822",1
"5831","822",5
"5832","821",5
"5833","822",5
"5834","821",4
"5835","822",4.42857142857143
"5836","822",5
"5837","821",3
"5838","82A",5
"5839","82A",3.57142857142857
"5840","82B",3.57142857142857
"5841","82B",2.71428571428571
"5842","82A",5
"5843","82A",5
"5844","82A",3.57142857142857
"5845","82B",5
"5846","82A",3.57142857142857
"5847","82A",3.57142857142857
"5848","82A",4
"5849","832",1.71428571428571
"5850","831",1.28571428571429
"5851","832",1.28571428571429
"5852","832",4
"5853","832",4
"5854","842",5
"5855","841",5
"5856","841",3.14285714285714
"5857","84B",3.14285714285714
"5858","84B",3.14285714285714
"5859","84B",5
"5860","84A",5
"5861","852",3.57142857142857
"5862","852",4.57142857142857
"5863","852",4.42857142857143
"5864","852",2.71428571428571
"5865","852",3.85714285714286
"5866","852",4
"5867","851",2.85714285714286
"5868","852",3.14285714285714
"5869","852",4
"5870","42A",4
"5871","42B",3.57142857142857
"5872","42B",3.14285714285714
"5873","42A",3.57142857142857
"5874","42B",4
"5875","42B",5
"5876","42A",4.42857142857143
"5877","42B",4.14285714285714
"5878","42A",2.71428571428571
"5879","42A",4
"5880","42B",3.57142857142857
"5881","42B",4
"5882","42B",4
"5883","42B",2.28571428571429
"5884","43B",5
"5885","43B",4
"5886","43A",4
"5887","43B",5
"5888","43B",5
"5889","43A",5
"5890","43A",5
"5891","43A",5
"5892","43B",4.71428571428571
"5893","43B",5
"5894","352",5
"5895","352",4
"5896","352",2.57142857142857
"5897","352",5
"5898","352",4
"5899","352",4.14285714285714
"5900","352",5
"5901","352",5
"5902","85A",3.14285714285714
"5903","85B",5
"5904","85A",5
"5905","85B",3.57142857142857
"5906","85B",5
"5907","85B",4
"5908","85A",5
"5909","85B",3.71428571428571
"5910","86A",5
"5911","881",2.28571428571429
"5912","882",3.85714285714286
"5913","882",2.71428571428571
"5914","882",2
"5915","882",3.57142857142857
"5916","882",5
"5917","881",4.42857142857143
"5918","882",3.85714285714286
"5919","882",5
"5920","882",4
"5921","882",5
"5922","84K",4
"5923","84K",5
"5924","84K",5
"5925","84K",5
"5926","84K",3.71428571428571
"5927","84K",5
"5928","84K",4
"5929","84K",5
"5930","84K",5
"5931","86L",4.28571428571429
"5932","86K",1
"5933","86K",5
"5934","642",4
"5935","641",5
"5936","31L",3.42857142857143
"5937","31K",5
"5938","31K",4
"5939","31L",5
"5940","31L",5
"5941","31K",3.42857142857143
"5942","31K",4
"5943","31L",5
"5944","31K",4
"5945","31L",5
"5946","31K",5
"5947","31L",2.14285714285714
"5948","312",5
"5949","312",3.14285714285714
"5950","312",5
"5951","312",3.14285714285714
"5952","311",4.85714285714286
"5953","312",5
"5954","312",5
"5955","312",1
"5956","312",4.14285714285714
"5957","311",5
"5958","312",4.14285714285714
"5959","312",5
"5960","312",5
"5961","312",4.71428571428571
"5962","312",3
"5963","312",4
"5964","322",5
"5965","322",5
"5966","322",3.28571428571429
"5967","322",4.14285714285714
"5968","322",5
"5969","322",5
"5970","322",5
"5971","322",4.28571428571429
"5972","412",3.57142857142857
"5973","412",3.28571428571429
"5974","412",5
"5975","411",3.42857142857143
"5976","412",4
"5977","411",1
"5978","412",4
"5979","411",5
"5980","41A",4.28571428571429
"5981","41A",2.71428571428571
"5982","41B",4.42857142857143
"5983","41A",4.28571428571429
"5984","41B",5
"5985","41A",3.42857142857143
"5986","41B",5
"5987","41A",5
"5988","41A",2.71428571428571
"5989","41B",5
"5990","41B",5
"5991","41A",3.14285714285714
"5992","41K",5
"5993","422",4.28571428571429
"5994","422",5
"5995","422",3.57142857142857
"5996","422",5
"5997","422",5
"5998","422",5
"5999","422",2.85714285714286
"6000","422",4.28571428571429
"6001","421",5
"6002","422",4.14285714285714
"6003","431",1
"6004","432",5
"6005","431",4.14285714285714
"6006","432",5
"6007","431",1
"6008","432",1
"6009","432",5
"6010","431",3
"6011","431",5
"6012","431",3.57142857142857
"6013","432",4.28571428571429
"6014","431",4
"6015","432",5
"6016","431",5
"6017","431",3.42857142857143
"6018","431",5
"6019","431",4
"6020","441",4
"6021","441",5
"6022","441",4.14285714285714
"6023","441",5
"6024","442",5
"6025","442",5
"6026","441",5
"6027","442",4
"6028","442",4
"6029","442",4
"6030","47B",4
"6031","47B",5
"6032","481",5
"6033","46B",5
"6034","611",5
"6035","612",4.14285714285714
"6036","612",3.85714285714286
"6037","611",5
"6038","612",3
"6039","612",5
"6040","612",4.42857142857143
"6041","612",3.85714285714286
"6042","612",5
"6043","612",5
"6044","611",4
"6045","611",4.42857142857143
"6046","61A",3.42857142857143
"6047","61A",2.71428571428571
"6048","61A",2.71428571428571
"6049","61A",4
"6050","61A",4
"6051","61A",3.14285714285714
"6052","61A",5
"6053","61A",5
"6054","621",1
"6055","621",5
"6056","621",5
"6057","622",5
"6058","622",5
"6059","621",5
"6060","622",4
"6061","622",5
"6062","622",3.42857142857143
"6063","622",5
"6064","622",1.57142857142857
"6065","622",5
"6066","622",2.71428571428571
"6067","622",4
"6068","622",5
"6069","622",5
"6070","62A",3.14285714285714
"6071","62A",5
"6072","62A",5
"6073","632",3
"6074","632",4.42857142857143
"6075","631",4
"6076","632",5
"6077","632",2.28571428571429
"6078","631",5
"6079","632",2.14285714285714
"6080","631",5
"6081","631",3
"6082","631",5
"6083","631",5
"6084","631",1.71428571428571
"6085","651",3.14285714285714
"6086","651",1
"6087","651",4.85714285714286
"6088","652",4
"6089","652",5
"6090","651",2.71428571428571
"6091","651",1.71428571428571
"6092","651",4
"6093","651",5
"6094","651",4
"6095","651",4
"6096","651",5
"6097","472",4
"6098","812",5
"6099","812",3.42857142857143
"6100","811",5
"6101","811",3.57142857142857
"6102","812",5
"6103","812",5
"6104","811",4
"6105","81B",3.57142857142857
"6106","81B",3.57142857142857
"6107","81B",4
"6108","81B",5
"6109","81B",2
"6110","81A",4
"6111","81B",5
"6112","81B",5
"6113","81B",4
"6114","821",3.57142857142857
"6115","822",5
"6116","822",4
"6117","821",4.71428571428571
"6118","822",5
"6119","821",2.57142857142857
"6120","822",5
"6121","822",5
"6122","82B",2.42857142857143
"6123","82A",5
"6124","82A",1.71428571428571
"6125","82A",4
"6126","832",5
"6127","831",3.14285714285714
"6128","832",5
"6129","832",5
"6130","832",4
"6131","832",3
"6132","831",5
"6133","842",3.57142857142857
"6134","841",5
"6135","841",5
"6136","84B",3.14285714285714
"6137","84B",4
"6138","84A",1
"6139","852",1.57142857142857
"6140","852",5
"6141","852",3
"6142","851",4
"6143","852",3.71428571428571
"6144","852",2.57142857142857
"6145","852",2.71428571428571
"6146","31B",4.14285714285714
"6147","31B",1.71428571428571
"6148","31B",4.42857142857143
"6149","31A",4
"6150","31B",5
"6151","31B",3.85714285714286
"6152","42A",3.14285714285714
"6153","42A",5
"6154","42A",5
"6155","42B",2.85714285714286
"6156","42A",4
"6157","42A",5
"6158","42B",4
"6159","42A",5
"6160","42A",4
"6161","42B",2.71428571428571
"6162","43B",3.42857142857143
"6163","43B",5
"6164","43B",3.71428571428571
"6165","43A",4.42857142857143
"6166","43A",4.71428571428571
"6167","43B",4.42857142857143
"6168","43A",4
"6169","43A",5
"6170","43A",5
"6171","352",5
"6172","352",4
"6173","352",4
"6174","352",5
"6175","85B",3.57142857142857
"6176","85B",3.57142857142857
"6177","85A",3.57142857142857
"6178","85A",5
"6179","85B",4
"6180","881",4
"6181","881",5
"6182","881",5
"6183","881",1.71428571428571
"6184","882",4.42857142857143
"6185","882",1.57142857142857
"6186","882",2.57142857142857
"6187","882",4
"6188","84K",4
"6189","84K",4
"6190","86K",5
"6191","86L",4.71428571428571
"6192","86K",5
"6193","642",4.14285714285714
"6194","31L",5
"6195","31K",4.28571428571429
"6196","31K",4.14285714285714
"6197","31K",5
"6198","31L",1
"6199","31K",5
"6200","31L",5
"6201","31K",4.14285714285714
"6202","31L",4.14285714285714
"6203","311",5
"6204","311",3.14285714285714
"6205","312",5
"6206","312",3.14285714285714
"6207","312",4.85714285714286
"6208","311",5
"6209","312",5
"6210","311",1
"6211","312",4.14285714285714
"6212","322",5
"6213","322",4.14285714285714
"6214","322",5
"6215","322",5
"6216","322",4.71428571428571
"6217","322",3
"6218","322",4
"6219","412",5
"6220","411",5
"6221","412",3.28571428571429
"6222","412",4.14285714285714
"6223","412",5
"6224","41B",5
"6225","41A",5
"6226","41A",4.28571428571429
"6227","41A",3.57142857142857
"6228","41A",3.28571428571429
"6229","41A",5
"6230","41B",3.42857142857143
"6231","41B",4
"6232","41B",1
"6233","41B",4
"6234","41B",5
"6235","41B",4.28571428571429
"6236","41A",2.71428571428571
"6237","41B",4.42857142857143
"6238","41B",4.28571428571429
"6239","41A",5
"6240","41A",3.42857142857143
"6241","421",5
"6242","421",5
"6243","421",2.71428571428571
"6244","422",5
"6245","422",5
"6246","422",3.14285714285714
"6247","422",5
"6248","422",4.28571428571429
"6249","421",5
"6250","422",3.57142857142857
"6251","421",5
"6252","431",5
"6253","431",5
"6254","432",2.85714285714286
"6255","431",4.28571428571429
"6256","43A",5
"6257","431",4.14285714285714
"6258","431",1
"6259","432",5
"6260","432",4.14285714285714
"6261","432",5
"6262","431",1
"6263","432",1
"6264","431",5
"6265","432",3
"6266","431",5
"6267","432",3.57142857142857
"6268","432",4.28571428571429
"6269","432",4
"6270","432",5
"6271","441",5
"6272","442",3.42857142857143
"6273","442",5
"6274","442",4
"6275","441",4
"6276","442",5
"6277","442",4.14285714285714
"6278","442",5
"6279","442",5
"6280","441",5
"6281","441",5
"6282","441",4
"6283","441",4
"6284","441",4
"6285","441",4
"6286","442",5
"6287","442",5
"6288","442",5
"6289","441",5
"6290","442",4.14285714285714
"6291","441",3.85714285714286
"6292","47B",5
"6293","47B",3
"6294","47B",5
"6295","47A",4.42857142857143
"6296","47B",3.85714285714286
"6297","47B",5
"6298","47B",5
"6299","481",4
"6300","481",4.42857142857143
"6301","481",3.42857142857143
"6302","481",2.71428571428571
"6303","46A",2.71428571428571
"6304","46A",4
"6305","46B",4
"6306","611",3.14285714285714
"6307","611",5
"6308","611",5
"6309","612",1
"6310","612",5
"6311","611",5
"6312","611",5
"6313","612",5
"6314","611",5
"6315","612",4
"6316","612",5
"6317","611",3.42857142857143
"6318","611",5
"6319","612",1.57142857142857
"6320","611",5
"6321","611",2.71428571428571
"6322","611",4
"6323","61A",5
"6324","61A",5
"6325","61B",3.14285714285714
"6326","61A",5
"6327","621",5
"6328","621",3
"6329","621",4.42857142857143
"6330","622",4
"6331","622",5
"6332","621",2.28571428571429
"6333","622",5
"6334","621",2.14285714285714
"6335","622",5
"6336","622",3
"6337","622",5
"6338","622",5
"6339","621",1.71428571428571
"6340","621",3.14285714285714
"6341","621",1
"6342","622",4.85714285714286
"6343","62A",4
"6344","62A",5
"6345","62A",2.71428571428571
"6346","62A",1.71428571428571
"6347","62A",4
"6348","62A",5
"6349","62A",4
"6350","62A",4
"6351","62A",5
"6352","62A",4
"6353","631",5
"6354","632",3.42857142857143
"6355","632",5
"6356","631",3.57142857142857
"6357","632",5
"6358","632",5
"6359","632",4
"6360","631",3.57142857142857
"6361","632",3.57142857142857
"6362","631",4
"6363","631",5
"6364","631",2
"6365","632",4
"6366","631",5
"6367","651",5
"6368","651",4
"6369","651",3.57142857142857
"6370","651",5
"6371","652",4
"6372","651",4.71428571428571
"6373","651",5
"6374","651",2.57142857142857
"6375","651",5
"6376","652",5
"6377","651",2.42857142857143
"6378","652",5
"6379","651",1.71428571428571
"6380","651",4
"6381","651",5
"6382","652",3.14285714285714
"6383","651",5
"6384","651",5
"6385","651",4
"6386","652",3
"6387","812",5
"6388","811",3.57142857142857
"6389","812",5
"6390","811",5
"6391","81A",3.14285714285714
"6392","81A",4
"6393","81A",1
"6394","81B",1.57142857142857
"6395","81B",5
"6396","81B",3
"6397","81B",4
"6398","822",3.71428571428571
"6399","821",2.57142857142857
"6400","821",2.71428571428571
"6401","821",4.14285714285714
"6402","821",1.71428571428571
"6403","822",4.42857142857143
"6404","822",4
"6405","822",5
"6406","821",3.85714285714286
"6407","821",3.14285714285714
"6408","82A",5
"6409","82A",5
"6410","82A",2.85714285714286
"6411","82B",4
"6412","82A",5
"6413","82A",4
"6414","82B",5
"6415","82B",4
"6416","82A",2.71428571428571
"6417","82A",3.42857142857143
"6418","82A",5
"6419","82A",3.71428571428571
"6420","832",4.42857142857143
"6421","832",4.71428571428571
"6422","832",4.42857142857143
"6423","832",4
"6424","831",5
"6425","831",5
"6426","831",5
"6427","842",4
"6428","842",4
"6429","841",5
"6430","842",3.57142857142857
"6431","842",3.57142857142857
"6432","842",3.57142857142857
"6433","84A",5
"6434","84B",4
"6435","84A",4
"6436","84B",5
"6437","852",5
"6438","851",1.71428571428571
